"AREA(S)","TYPE","YEAR","Total Population",
"Aguilar","M","1870","0",
"Aguilar","M","1880","0",
"Aguilar","M","1890","0",
"Aguilar","M","1900","698",
"Aguilar","M","1910","858",
"Aguilar","M","1920","1236",
"Aguilar","M","1930","1383",
"Aguilar","M","1940","1397",
"Aguilar","M","1950","1038",
"Aguilar","M","1960","777",
"Aguilar","M","1970","699",
"Aguilar","M","1980","624",
"Aguilar","M","1990","520",
"Aguilar","M","2000","593",
"Aguilar","M","2010","538",
"Akron","M","1870","0",
"Akron","M","1880","0",
"Akron","M","1890","559",
"Akron","M","1900","351",
"Akron","M","1910","647",
"Akron","M","1920","1401",
"Akron","M","1930","1135",
"Akron","M","1940","1417",
"Akron","M","1950","1605",
"Akron","M","1960","1890",
"Akron","M","1970","1775",
"Akron","M","1980","1716",
"Akron","M","1990","1599",
"Akron","M","2000","1711",
"Akron","M","2010","1702",
"Alamosa","M","1870","0",
"Alamosa","M","1880","802",
"Alamosa","M","1890","973",
"Alamosa","M","1900","1141",
"Alamosa","M","1910","3013",
"Alamosa","M","1920","3171",
"Alamosa","M","1930","5107",
"Alamosa","M","1940","5613",
"Alamosa","M","1950","5354",
"Alamosa","M","1960","6205",
"Alamosa","M","1970","6985",
"Alamosa","M","1980","6830",
"Alamosa","M","1990","7579",
"Alamosa","M","2000","7960",
"Alamosa","M","2010","8780",
"Alma","M","1870","0",
"Alma","M","1880","446",
"Alma","M","1890","367",
"Alma","M","1900","297",
"Alma","M","1910","301",
"Alma","M","1920","127",
"Alma","M","1930","110",
"Alma","M","1940","469",
"Alma","M","1950","149",
"Alma","M","1960","107",
"Alma","M","1970","73",
"Alma","M","1980","132",
"Alma","M","1990","148",
"Alma","M","2000","179",
"Alma","M","2010","270",
"Altman","M","1870","0",
"Altman","M","1880","0",
"Altman","M","1890","0",
"Altman","M","1900","659",
"Altman","M","1910","145",
"Altman","M","1920","0",
"Altman","M","1930","0",
"Altman","M","1940","0",
"Altman","M","1950","0",
"Altman","M","1960","0",
"Altman","M","1970","0",
"Altman","M","1980","0",
"Altman","M","1990","0",
"Altman","M","2000","0",
"Altman","M","2010","0",
"Anaconda","M","1870","0",
"Anaconda","M","1880","0",
"Anaconda","M","1890","0",
"Anaconda","M","1900","1059",
"Anaconda","M","1910","164",
"Anaconda","M","1920","0",
"Anaconda","M","1930","0",
"Anaconda","M","1940","0",
"Anaconda","M","1950","0",
"Anaconda","M","1960","0",
"Anaconda","M","1970","0",
"Anaconda","M","1980","0",
"Anaconda","M","1990","0",
"Anaconda","M","2000","0",
"Anaconda","M","2010","0",
"Animas City","M","1870","0",
"Animas City","M","1880","285",
"Animas City","M","1890","180",
"Animas City","M","1900","154",
"Animas City","M","1910","200",
"Animas City","M","1920","250",
"Animas City","M","1930","457",
"Animas City","M","1940","712",
"Animas City","M","1950","0",
"Animas City","M","1960","0",
"Animas City","M","1970","0",
"Animas City","M","1980","0",
"Animas City","M","1990","0",
"Animas City","M","2000","0",
"Animas City","M","2010","0",
"Antonito","M","1870","0",
"Antonito","M","1880","0",
"Antonito","M","1890","315",
"Antonito","M","1900","347",
"Antonito","M","1910","681",
"Antonito","M","1920","946",
"Antonito","M","1930","858",
"Antonito","M","1940","1220",
"Antonito","M","1950","1255",
"Antonito","M","1960","1045",
"Antonito","M","1970","1113",
"Antonito","M","1980","1103",
"Antonito","M","1990","875",
"Antonito","M","2000","873",
"Antonito","M","2010","781",
"Arriba","M","1870","0",
"Arriba","M","1880","0",
"Arriba","M","1890","0",
"Arriba","M","1900","0",
"Arriba","M","1910","0",
"Arriba","M","1920","334",
"Arriba","M","1930","337",
"Arriba","M","1940","286",
"Arriba","M","1950","367",
"Arriba","M","1960","296",
"Arriba","M","1970","254",
"Arriba","M","1980","236",
"Arriba","M","1990","220",
"Arriba","M","2000","244",
"Arriba","M","2010","193",
"Arrowhead","M","1870","0",
"Arrowhead","M","1880","0",
"Arrowhead","M","1890","0",
"Arrowhead","M","1900","0",
"Arrowhead","M","1910","26",
"Arrowhead","M","1920","16",
"Arrowhead","M","1930","0",
"Arrowhead","M","1940","0",
"Arrowhead","M","1950","0",
"Arrowhead","M","1960","0",
"Arrowhead","M","1970","0",
"Arrowhead","M","1980","0",
"Arrowhead","M","1990","0",
"Arrowhead","M","2000","0",
"Arrowhead","M","2010","0",
"Artesia","M","1870","0",
"Artesia","M","1880","0",
"Artesia","M","1890","0",
"Artesia","M","1900","0",
"Artesia","M","1910","0",
"Artesia","M","1920","0",
"Artesia","M","1930","0",
"Artesia","M","1940","0",
"Artesia","M","1950","281",
"Artesia","M","1960","318",
"Artesia","M","1970","0",
"Artesia","M","1980","0",
"Artesia","M","1990","0",
"Artesia","M","2000","0",
"Artesia","M","2010","0",
"Arvada","M","1870","0",
"Arvada","M","1880","0",
"Arvada","M","1890","0",
"Arvada","M","1900","0",
"Arvada","M","1910","840",
"Arvada","M","1920","915",
"Arvada","M","1930","1276",
"Arvada","M","1940","1482",
"Arvada","M","1950","2359",
"Arvada","M","1960","19242",
"Arvada","M","1970","49884",
"Arvada","M","1980","84576",
"Arvada","M","1990","89235",
"Arvada","M","2000","102153",
"Arvada","M","2010","106433",
"Aspen","M","1870","0",
"Aspen","M","1880","0",
"Aspen","M","1890","5108",
"Aspen","M","1900","3303",
"Aspen","M","1910","1834",
"Aspen","M","1920","1265",
"Aspen","M","1930","705",
"Aspen","M","1940","777",
"Aspen","M","1950","916",
"Aspen","M","1960","1101",
"Aspen","M","1970","2437",
"Aspen","M","1980","3678",
"Aspen","M","1990","5049",
"Aspen","M","2000","5914",
"Aspen","M","2010","6658",
"Ault/Bergdorf","M","1870","0",
"Ault/Bergdorf","M","1880","0",
"Ault/Bergdorf","M","1890","0",
"Ault/Bergdorf","M","1900","0",
"Ault/Bergdorf","M","1910","569",
"Ault/Bergdorf","M","1920","769",
"Ault/Bergdorf","M","1930","737",
"Ault/Bergdorf","M","1940","761",
"Ault/Bergdorf","M","1950","866",
"Ault/Bergdorf","M","1960","799",
"Ault/Bergdorf","M","1970","841",
"Ault/Bergdorf","M","1980","1056",
"Ault/Bergdorf","M","1990","1107",
"Ault/Bergdorf","M","2000","1432",
"Ault/Bergdorf","M","2010","1519",
"Aurora","M","1870","0",
"Aurora","M","1880","0",
"Aurora","M","1890","0",
"Aurora","M","1900","202",
"Aurora","M","1910","679",
"Aurora","M","1920","983",
"Aurora","M","1930","2205",
"Aurora","M","1940","3437",
"Aurora","M","1950","11421",
"Aurora","M","1960","48548",
"Aurora","M","1970","74974",
"Aurora","M","1980","158588",
"Aurora","M","1990","222103",
"Aurora","M","2000","276393",
"Aurora","M","2010","325078",
"Avon","M","1870","0",
"Avon","M","1880","0",
"Avon","M","1890","0",
"Avon","M","1900","0",
"Avon","M","1910","0",
"Avon","M","1920","0",
"Avon","M","1930","0",
"Avon","M","1940","0",
"Avon","M","1950","0",
"Avon","M","1960","0",
"Avon","M","1970","0",
"Avon","M","1980","640",
"Avon","M","1990","1798",
"Avon","M","2000","5561",
"Avon","M","2010","6447",
"Basalt","M","1870","0",
"Basalt","M","1880","0",
"Basalt","M","1890","0",
"Basalt","M","1900","382",
"Basalt","M","1910","235",
"Basalt","M","1920","185",
"Basalt","M","1930","148",
"Basalt","M","1940","212",
"Basalt","M","1950","173",
"Basalt","M","1960","213",
"Basalt","M","1970","419",
"Basalt","M","1980","529",
"Basalt","M","1990","1128",
"Basalt","M","2000","2681",
"Basalt","M","2010","3857",
"Bayfield","M","1870","0",
"Bayfield","M","1880","0",
"Bayfield","M","1890","0",
"Bayfield","M","1900","0",
"Bayfield","M","1910","227",
"Bayfield","M","1920","267",
"Bayfield","M","1930","277",
"Bayfield","M","1940","372",
"Bayfield","M","1950","335",
"Bayfield","M","1960","322",
"Bayfield","M","1970","320",
"Bayfield","M","1980","724",
"Bayfield","M","1990","1090",
"Bayfield","M","2000","1549",
"Bayfield","M","2010","2333",
"Belview","M","1870","0",
"Belview","M","1880","0",
"Belview","M","1890","0",
"Belview","M","1900","99",
"Belview","M","1910","104",
"Belview","M","1920","0",
"Belview","M","1930","0",
"Belview","M","1940","0",
"Belview","M","1950","0",
"Belview","M","1960","0",
"Belview","M","1970","0",
"Belview","M","1980","0",
"Belview","M","1990","0",
"Belview","M","2000","0",
"Belview","M","2010","0",
"Bennett","M","1870","0",
"Bennett","M","1880","0",
"Bennett","M","1890","0",
"Bennett","M","1900","0",
"Bennett","M","1910","0",
"Bennett","M","1920","0",
"Bennett","M","1930","211",
"Bennett","M","1940","199",
"Bennett","M","1950","272",
"Bennett","M","1960","287",
"Bennett","M","1970","613",
"Bennett","M","1980","942",
"Bennett","M","1990","1757",
"Bennett","M","2000","2021",
"Bennett","M","2010","2308",
"Berkely","M","1870","0",
"Berkely","M","1880","0",
"Berkely","M","1890","0",
"Berkely","M","1900","707",
"Berkely","M","1910","0",
"Berkely","M","1920","0",
"Berkely","M","1930","0",
"Berkely","M","1940","0",
"Berkely","M","1950","0",
"Berkely","M","1960","0",
"Berkely","M","1970","0",
"Berkely","M","1980","0",
"Berkely","M","1990","0",
"Berkely","M","2000","0",
"Berkely","M","2010","0",
"Berthoud","M","1870","0",
"Berthoud","M","1880","0",
"Berthoud","M","1890","228",
"Berthoud","M","1900","305",
"Berthoud","M","1910","758",
"Berthoud","M","1920","852",
"Berthoud","M","1930","811",
"Berthoud","M","1940","811",
"Berthoud","M","1950","867",
"Berthoud","M","1960","1014",
"Berthoud","M","1970","1446",
"Berthoud","M","1980","2162",
"Berthoud","M","1990","2990",
"Berthoud","M","2000","4839",
"Berthoud","M","2010","5105",
"Bethune","M","1870","0",
"Bethune","M","1880","0",
"Bethune","M","1890","0",
"Bethune","M","1900","0",
"Bethune","M","1910","0",
"Bethune","M","1920","0",
"Bethune","M","1930","97",
"Bethune","M","1940","79",
"Bethune","M","1950","71",
"Bethune","M","1960","70",
"Bethune","M","1970","99",
"Bethune","M","1980","149",
"Bethune","M","1990","173",
"Bethune","M","2000","225",
"Bethune","M","2010","237",
"Black Hawk","M","1870","1068",
"Black Hawk","M","1880","1540",
"Black Hawk","M","1890","1067",
"Black Hawk","M","1900","1200",
"Black Hawk","M","1910","668",
"Black Hawk","M","1920","253",
"Black Hawk","M","1930","253",
"Black Hawk","M","1940","289",
"Black Hawk","M","1950","166",
"Black Hawk","M","1960","171",
"Black Hawk","M","1970","217",
"Black Hawk","M","1980","232",
"Black Hawk","M","1990","227",
"Black Hawk","M","2000","118",
"Black Hawk","M","2010","118",
"Blanca","M","1870","0",
"Blanca","M","1880","0",
"Blanca","M","1890","0",
"Blanca","M","1900","0",
"Blanca","M","1910","0",
"Blanca","M","1920","380",
"Blanca","M","1930","252",
"Blanca","M","1940","407",
"Blanca","M","1950","376",
"Blanca","M","1960","233",
"Blanca","M","1970","212",
"Blanca","M","1980","252",
"Blanca","M","1990","272",
"Blanca","M","2000","391",
"Blanca","M","2010","385",
"Blue River","M","1870","0",
"Blue River","M","1880","0",
"Blue River","M","1890","0",
"Blue River","M","1900","0",
"Blue River","M","1910","0",
"Blue River","M","1920","0",
"Blue River","M","1930","0",
"Blue River","M","1940","0",
"Blue River","M","1950","0",
"Blue River","M","1960","0",
"Blue River","M","1970","8",
"Blue River","M","1980","230",
"Blue River","M","1990","440",
"Blue River","M","2000","685",
"Blue River","M","2010","849",
"Bonanza","M","1870","0",
"Bonanza","M","1880","0",
"Bonanza","M","1890","96",
"Bonanza","M","1900","141",
"Bonanza","M","1910","96",
"Bonanza","M","1920","91",
"Bonanza","M","1930","445",
"Bonanza","M","1940","140",
"Bonanza","M","1950","51",
"Bonanza","M","1960","19",
"Bonanza","M","1970","10",
"Bonanza","M","1980","8",
"Bonanza","M","1990","16",
"Bonanza","M","2000","14",
"Bonanza","M","2010","16",
"Boone","M","1870","0",
"Boone","M","1880","0",
"Boone","M","1890","0",
"Boone","M","1900","0",
"Boone","M","1910","0",
"Boone","M","1920","0",
"Boone","M","1930","0",
"Boone","M","1940","0",
"Boone","M","1950","0",
"Boone","M","1960","548",
"Boone","M","1970","448",
"Boone","M","1980","431",
"Boone","M","1990","341",
"Boone","M","2000","323",
"Boone","M","2010","339",
"Boulder","M","1870","0",
"Boulder","M","1880","0",
"Boulder","M","1890","3339",
"Boulder","M","1900","6150",
"Boulder","M","1910","9539",
"Boulder","M","1920","11006",
"Boulder","M","1930","11223",
"Boulder","M","1940","12958",
"Boulder","M","1950","19999",
"Boulder","M","1960","37718",
"Boulder","M","1970","66870",
"Boulder","M","1980","76685",
"Boulder","M","1990","83312",
"Boulder","M","2000","94673",
"Boulder","M","2010","97385",
"Bow Mar","M","1870","0",
"Bow Mar","M","1880","0",
"Bow Mar","M","1890","0",
"Bow Mar","M","1900","0",
"Bow Mar","M","1910","0",
"Bow Mar","M","1920","0",
"Bow Mar","M","1930","0",
"Bow Mar","M","1940","0",
"Bow Mar","M","1950","0",
"Bow Mar","M","1960","748",
"Bow Mar","M","1970","945",
"Bow Mar","M","1980","930",
"Bow Mar","M","1990","854",
"Bow Mar","M","2000","847",
"Bow Mar","M","2010","866",
"Branson","M","1870","0",
"Branson","M","1880","0",
"Branson","M","1890","0",
"Branson","M","1900","0",
"Branson","M","1910","0",
"Branson","M","1920","0",
"Branson","M","1930","237",
"Branson","M","1940","250",
"Branson","M","1950","157",
"Branson","M","1960","124",
"Branson","M","1970","70",
"Branson","M","1980","73",
"Branson","M","1990","58",
"Branson","M","2000","77",
"Branson","M","2010","74",
"Breckenridge","M","1870","0",
"Breckenridge","M","1880","1657",
"Breckenridge","M","1890","714",
"Breckenridge","M","1900","976",
"Breckenridge","M","1910","834",
"Breckenridge","M","1920","796",
"Breckenridge","M","1930","436",
"Breckenridge","M","1940","381",
"Breckenridge","M","1950","296",
"Breckenridge","M","1960","393",
"Breckenridge","M","1970","548",
"Breckenridge","M","1980","818",
"Breckenridge","M","1990","1285",
"Breckenridge","M","2000","2408",
"Breckenridge","M","2010","4540",
"Brighton","M","1870","0",
"Brighton","M","1880","0",
"Brighton","M","1890","306",
"Brighton","M","1900","366",
"Brighton","M","1910","850",
"Brighton","M","1920","2715",
"Brighton","M","1930","3394",
"Brighton","M","1940","4029",
"Brighton","M","1950","4336",
"Brighton","M","1960","7055",
"Brighton","M","1970","8309",
"Brighton","M","1980","12773",
"Brighton","M","1990","14203",
"Brighton","M","2000","20905",
"Brighton","M","2010","33352",
"Brookside","M","1870","0",
"Brookside","M","1880","0",
"Brookside","M","1890","0",
"Brookside","M","1900","0",
"Brookside","M","1910","0",
"Brookside","M","1920","202",
"Brookside","M","1930","198",
"Brookside","M","1940","196",
"Brookside","M","1950","175",
"Brookside","M","1960","163",
"Brookside","M","1970","173",
"Brookside","M","1980","178",
"Brookside","M","1990","183",
"Brookside","M","2000","219",
"Brookside","M","2010","233",
"Broomfield","M","1870","0",
"Broomfield","M","1880","0",
"Broomfield","M","1890","0",
"Broomfield","M","1900","0",
"Broomfield","M","1910","0",
"Broomfield","M","1920","0",
"Broomfield","M","1930","0",
"Broomfield","M","1940","0",
"Broomfield","M","1950","0",
"Broomfield","M","1960","0",
"Broomfield","M","1970","7261",
"Broomfield","M","1980","20730",
"Broomfield","M","1990","24638",
"Broomfield","M","2000","38272",
"Broomfield","M","2010","55889",
"Brush","M","1870","0",
"Brush","M","1880","0",
"Brush","M","1890","112",
"Brush","M","1900","381",
"Brush","M","1910","997",
"Brush","M","1920","2103",
"Brush","M","1930","2312",
"Brush","M","1940","2481",
"Brush","M","1950","2431",
"Brush","M","1960","3621",
"Brush","M","1970","3377",
"Brush","M","1980","4082",
"Brush","M","1990","4165",
"Brush","M","2000","5117",
"Brush","M","2010","5463",
"Buena Vista","M","1870","0",
"Buena Vista","M","1880","2141",
"Buena Vista","M","1890","1317",
"Buena Vista","M","1900","1006",
"Buena Vista","M","1910","1041",
"Buena Vista","M","1920","903",
"Buena Vista","M","1930","751",
"Buena Vista","M","1940","779",
"Buena Vista","M","1950","783",
"Buena Vista","M","1960","1806",
"Buena Vista","M","1970","1962",
"Buena Vista","M","1980","2075",
"Buena Vista","M","1990","1752",
"Buena Vista","M","2000","2195",
"Buena Vista","M","2010","2617",
"Burlington","M","1870","0",
"Burlington","M","1880","0",
"Burlington","M","1890","146",
"Burlington","M","1900","183",
"Burlington","M","1910","368",
"Burlington","M","1920","991",
"Burlington","M","1930","1280",
"Burlington","M","1940","1280",
"Burlington","M","1950","2247",
"Burlington","M","1960","2090",
"Burlington","M","1970","2828",
"Burlington","M","1980","3107",
"Burlington","M","1990","2941",
"Burlington","M","2000","3678",
"Burlington","M","2010","4254",
"Calhan","M","1870","0",
"Calhan","M","1880","0",
"Calhan","M","1890","0",
"Calhan","M","1900","0",
"Calhan","M","1910","0",
"Calhan","M","1920","0",
"Calhan","M","1930","399",
"Calhan","M","1940","352",
"Calhan","M","1950","375",
"Calhan","M","1960","347",
"Calhan","M","1970","465",
"Calhan","M","1980","541",
"Calhan","M","1990","562",
"Calhan","M","2000","896",
"Calhan","M","2010","780",
"Cameron","M","1870","0",
"Cameron","M","1880","0",
"Cameron","M","1890","0",
"Cameron","M","1900","0",
"Cameron","M","1910","146",
"Cameron","M","1920","0",
"Cameron","M","1930","0",
"Cameron","M","1940","0",
"Cameron","M","1950","0",
"Cameron","M","1960","0",
"Cameron","M","1970","0",
"Cameron","M","1980","0",
"Cameron","M","1990","0",
"Cameron","M","2000","0",
"Cameron","M","2010","0",
"Campo","M","1870","0",
"Campo","M","1880","0",
"Campo","M","1890","0",
"Campo","M","1900","0",
"Campo","M","1910","0",
"Campo","M","1920","0",
"Campo","M","1930","0",
"Campo","M","1940","0",
"Campo","M","1950","266",
"Campo","M","1960","235",
"Campo","M","1970","206",
"Campo","M","1980","185",
"Campo","M","1990","121",
"Campo","M","2000","150",
"Campo","M","2010","109",
"Canon City","M","1870","0",
"Canon City","M","1880","1501",
"Canon City","M","1890","2825",
"Canon City","M","1900","3775",
"Canon City","M","1910","5162",
"Canon City","M","1920","4551",
"Canon City","M","1930","5938",
"Canon City","M","1940","6690",
"Canon City","M","1950","6345",
"Canon City","M","1960","8973",
"Canon City","M","1970","9206",
"Canon City","M","1980","13037",
"Canon City","M","1990","12687",
"Canon City","M","2000","15431",
"Canon City","M","2010","16400",
"Carbonateville","M","1870","0",
"Carbonateville","M","1880","157",
"Carbonateville","M","1890","0",
"Carbonateville","M","1900","0",
"Carbonateville","M","1910","0",
"Carbonateville","M","1920","0",
"Carbonateville","M","1930","0",
"Carbonateville","M","1940","0",
"Carbonateville","M","1950","0",
"Carbonateville","M","1960","0",
"Carbonateville","M","1970","0",
"Carbonateville","M","1980","0",
"Carbonateville","M","1990","0",
"Carbonateville","M","2000","0",
"Carbonateville","M","2010","0",
"Carbondale","M","1870","0",
"Carbondale","M","1880","0",
"Carbondale","M","1890","166",
"Carbondale","M","1900","173",
"Carbondale","M","1910","284",
"Carbondale","M","1920","310",
"Carbondale","M","1930","283",
"Carbondale","M","1940","437",
"Carbondale","M","1950","441",
"Carbondale","M","1960","612",
"Carbondale","M","1970","726",
"Carbondale","M","1980","2084",
"Carbondale","M","1990","3004",
"Carbondale","M","2000","5196",
"Carbondale","M","2010","6427",
"Caribou","M","1870","0",
"Caribou","M","1880","0",
"Caribou","M","1890","169",
"Caribou","M","1900","0",
"Caribou","M","1910","0",
"Caribou","M","1920","0",
"Caribou","M","1930","0",
"Caribou","M","1940","0",
"Caribou","M","1950","0",
"Caribou","M","1960","0",
"Caribou","M","1970","0",
"Caribou","M","1980","0",
"Caribou","M","1990","0",
"Caribou","M","2000","0",
"Caribou","M","2010","0",
"Castle Rock","M","1870","0",
"Castle Rock","M","1880","88",
"Castle Rock","M","1890","315",
"Castle Rock","M","1900","304",
"Castle Rock","M","1910","365",
"Castle Rock","M","1920","461",
"Castle Rock","M","1930","478",
"Castle Rock","M","1940","580",
"Castle Rock","M","1950","741",
"Castle Rock","M","1960","1152",
"Castle Rock","M","1970","1531",
"Castle Rock","M","1980","3921",
"Castle Rock","M","1990","8708",
"Castle Rock","M","2000","20224",
"Castle Rock","M","2010","48231",
"Cedaredge","M","1870","0",
"Cedaredge","M","1880","0",
"Cedaredge","M","1890","0",
"Cedaredge","M","1900","0",
"Cedaredge","M","1910","295",
"Cedaredge","M","1920","455",
"Cedaredge","M","1930","463",
"Cedaredge","M","1940","556",
"Cedaredge","M","1950","574",
"Cedaredge","M","1960","549",
"Cedaredge","M","1970","581",
"Cedaredge","M","1980","1184",
"Cedaredge","M","1990","1380",
"Cedaredge","M","2000","1854",
"Cedaredge","M","2010","2253",
"Centennial","M","1870","0",
"Centennial","M","1880","0",
"Centennial","M","1890","0",
"Centennial","M","1900","0",
"Centennial","M","1910","0",
"Centennial","M","1920","0",
"Centennial","M","1930","0",
"Centennial","M","1940","0",
"Centennial","M","1950","0",
"Centennial","M","1960","0",
"Centennial","M","1970","0",
"Centennial","M","1980","0",
"Centennial","M","1990","0",
"Centennial","M","2000","0",
"Centennial","M","2010","100377",
"Center","M","1870","0",
"Center","M","1880","0",
"Center","M","1890","0",
"Center","M","1900","0",
"Center","M","1910","385",
"Center","M","1920","547",
"Center","M","1930","1011",
"Center","M","1940","1515",
"Center","M","1950","2024",
"Center","M","1960","1600",
"Center","M","1970","1470",
"Center","M","1980","1630",
"Center","M","1990","1963",
"Center","M","2000","2392",
"Center","M","2010","2230",
"Central City","M","1870","2360",
"Central City","M","1880","2628",
"Central City","M","1890","2480",
"Central City","M","1900","3114",
"Central City","M","1910","1782",
"Central City","M","1920","552",
"Central City","M","1930","572",
"Central City","M","1940","706",
"Central City","M","1950","371",
"Central City","M","1960","250",
"Central City","M","1970","228",
"Central City","M","1980","329",
"Central City","M","1990","335",
"Central City","M","2000","515",
"Central City","M","2010","663",
"Central Pueblo","M","1870","0",
"Central Pueblo","M","1880","0",
"Central Pueblo","M","1890","0",
"Central Pueblo","M","1900","0",
"Central Pueblo","M","1910","0",
"Central Pueblo","M","1920","0",
"Central Pueblo","M","1930","572",
"Central Pueblo","M","1940","0",
"Central Pueblo","M","1950","0",
"Central Pueblo","M","1960","0",
"Central Pueblo","M","1970","0",
"Central Pueblo","M","1980","0",
"Central Pueblo","M","1990","0",
"Central Pueblo","M","2000","0",
"Central Pueblo","M","2010","0",
"Cheraw","M","1870","0",
"Cheraw","M","1880","0",
"Cheraw","M","1890","0",
"Cheraw","M","1900","0",
"Cheraw","M","1910","0",
"Cheraw","M","1920","186",
"Cheraw","M","1930","293",
"Cheraw","M","1940","184",
"Cheraw","M","1950","174",
"Cheraw","M","1960","173",
"Cheraw","M","1970","129",
"Cheraw","M","1980","233",
"Cheraw","M","1990","265",
"Cheraw","M","2000","211",
"Cheraw","M","2010","252",
"Cherry Hills Village","M","1870","0",
"Cherry Hills Village","M","1880","0",
"Cherry Hills Village","M","1890","0",
"Cherry Hills Village","M","1900","0",
"Cherry Hills Village","M","1910","0",
"Cherry Hills Village","M","1920","0",
"Cherry Hills Village","M","1930","0",
"Cherry Hills Village","M","1940","0",
"Cherry Hills Village","M","1950","750",
"Cherry Hills Village","M","1960","1931",
"Cherry Hills Village","M","1970","4605",
"Cherry Hills Village","M","1980","5127",
"Cherry Hills Village","M","1990","5245",
"Cherry Hills Village","M","2000","5958",
"Cherry Hills Village","M","2010","5987",
"Cheyenne Wells","M","1870","0",
"Cheyenne Wells","M","1880","0",
"Cheyenne Wells","M","1890","319",
"Cheyenne Wells","M","1900","298",
"Cheyenne Wells","M","1910","270",
"Cheyenne Wells","M","1920","508",
"Cheyenne Wells","M","1930","595",
"Cheyenne Wells","M","1940","695",
"Cheyenne Wells","M","1950","1154",
"Cheyenne Wells","M","1960","1020",
"Cheyenne Wells","M","1970","982",
"Cheyenne Wells","M","1980","950",
"Cheyenne Wells","M","1990","1128",
"Cheyenne Wells","M","2000","1010",
"Cheyenne Wells","M","2010","846",
"Chihuahua","M","1870","0",
"Chihuahua","M","1880","141",
"Chihuahua","M","1890","0",
"Chihuahua","M","1900","0",
"Chihuahua","M","1910","0",
"Chihuahua","M","1920","0",
"Chihuahua","M","1930","0",
"Chihuahua","M","1940","0",
"Chihuahua","M","1950","0",
"Chihuahua","M","1960","0",
"Chihuahua","M","1970","0",
"Chihuahua","M","1980","0",
"Chihuahua","M","1990","0",
"Chihuahua","M","2000","0",
"Chivington","M","1870","0",
"Chivington","M","1880","0",
"Chivington","M","1890","98",
"Chivington","M","1900","0",
"Chivington","M","1910","0",
"Chivington","M","1920","0",
"Chivington","M","1930","0",
"Chivington","M","1940","0",
"Chivington","M","1950","0",
"Chivington","M","1960","0",
"Chivington","M","1970","0",
"Chivington","M","1980","0",
"Chivington","M","1990","0",
"Chivington","M","2000","0",
"Chivington","M","2010","0",
"City of Castle Pines","M","2010","10360",
"City of Castle Pines","M","2000","0",
"City of Castle Pines","M","1990","0",
"City of Castle Pines","M","1980","0",
"City of Castle Pines","M","1970","0",
"City of Castle Pines","M","1960","0",
"City of Castle Pines","M","1950","0",
"City of Castle Pines","M","1940","0",
"City of Castle Pines","M","1930","0",
"City of Castle Pines","M","1920","0",
"City of Castle Pines","M","1910","0",
"City of Castle Pines","M","1900","0",
"City of Castle Pines","M","1890","0",
"City of Castle Pines","M","1880","0",
"Coal Creek","M","1870","0",
"Coal Creek","M","1880","0",
"Coal Creek","M","1890","0",
"Coal Creek","M","1900","698",
"Coal Creek","M","1910","676",
"Coal Creek","M","1920","618",
"Coal Creek","M","1930","435",
"Coal Creek","M","1940","261",
"Coal Creek","M","1950","195",
"Coal Creek","M","1960","206",
"Coal Creek","M","1970","225",
"Coal Creek","M","1980","190",
"Coal Creek","M","1990","157",
"Coal Creek","M","2000","303",
"Coal Creek","M","2010","343",
"Cokedale","M","1870","0",
"Cokedale","M","1880","0",
"Cokedale","M","1890","0",
"Cokedale","M","1900","0",
"Cokedale","M","1910","0",
"Cokedale","M","1920","0",
"Cokedale","M","1930","0",
"Cokedale","M","1940","0",
"Cokedale","M","1950","214",
"Cokedale","M","1960","219",
"Cokedale","M","1970","101",
"Cokedale","M","1980","90",
"Cokedale","M","1990","116",
"Cokedale","M","2000","139",
"Cokedale","M","2010","129",
"Collbran","M","1870","0",
"Collbran","M","1880","0",
"Collbran","M","1890","0",
"Collbran","M","1900","0",
"Collbran","M","1910","156",
"Collbran","M","1920","286",
"Collbran","M","1930","341",
"Collbran","M","1940","301",
"Collbran","M","1950","237",
"Collbran","M","1960","310",
"Collbran","M","1970","225",
"Collbran","M","1980","344",
"Collbran","M","1990","228",
"Collbran","M","2000","388",
"Collbran","M","2010","708",
"Colorado City","M","1870","0",
"Colorado City","M","1880","0",
"Colorado City","M","1890","1788",
"Colorado City","M","1900","2914",
"Colorado City","M","1910","4333",
"Colorado City","M","1920","0",
"Colorado City","M","1930","0",
"Colorado City","M","1940","0",
"Colorado City","M","1950","0",
"Colorado City","M","1960","0",
"Colorado City","M","1970","0",
"Colorado City","M","1980","0",
"Colorado City","M","1990","0",
"Colorado City","M","2000","0",
"Colorado City","M","2010","0",
"Colorado Springs","M","1870","0",
"Colorado Springs","M","1880","4226",
"Colorado Springs","M","1890","11140",
"Colorado Springs","M","1900","21085",
"Colorado Springs","M","1910","29078",
"Colorado Springs","M","1920","30105",
"Colorado Springs","M","1930","33237",
"Colorado Springs","M","1940","36789",
"Colorado Springs","M","1950","45472",
"Colorado Springs","M","1960","70194",
"Colorado Springs","M","1970","135517",
"Colorado Springs","M","1980","215105",
"Colorado Springs","M","1990","281140",
"Colorado Springs","M","2000","360890",
"Colorado Springs","M","2010","417335",
"Columbine Valley","M","1870","0",
"Columbine Valley","M","1880","0",
"Columbine Valley","M","1890","0",
"Columbine Valley","M","1900","0",
"Columbine Valley","M","1910","0",
